country,date,since_1st_confirmed_n_days,since_100th_confirmed_n_days,since_1st_recovered_n_days,since_100th_recovered_n_days,since_1st_deaths_n_days,since_10th_deaths_n_days,confirmed_n_lag_7d,recovered_n_lag_7d,deaths_n_lag_7d,active_n_lag_7d,confirmed_n_lag_8d,recovered_n_lag_8d,deaths_n_lag_8d,active_n_lag_8d,confirmed_n_lag_9d,recovered_n_lag_9d,deaths_n_lag_9d,active_n_lag_9d,confirmed_n_lag_10d,recovered_n_lag_10d,deaths_n_lag_10d,active_n_lag_10d,label
Moldova,2020-04-23,46,31,37,10,36,19,2154,235,54,1865,2049,171,46,1832,1934,134,40,1760,1712,107,35,1570,2926
Morocco,2020-04-23,52,32,41,14,44,28,2283,249,130,1904,2024,229,127,1668,1888,217,126,1545,1763,203,126,1434,3568
Netherlands,2020-04-23,56,48,40,25,48,41,29383,311,3327,25745,28316,304,3145,24867,27580,297,2955,24328,26710,295,2833,23582,35921
New Zealand,2020-04-23,55,32,30,20,25,6,1401,770,9,622,1386,728,9,649,1366,628,9,729,1349,546,5,798,1456
Niger,2020-04-23,34,20,18,6,29,18,584,90,14,480,584,90,14,480,570,90,14,466,529,75,12,442,671
Nigeria,2020-04-23,55,25,36,8,31,12,442,152,13,277,407,128,12,267,373,99,11,263,343,91,10,242,981
North Macedonia,2020-04-23,57,32,41,7,32,22,1081,121,46,914,974,98,45,831,908,86,44,778,854,44,38,772,1300
Pakistan,2020-04-23,57,38,46,21,35,27,6919,1645,128,5146,6383,1446,111,4826,5837,1378,96,4363,5496,1095,93,4308,11155
Panama,2020-04-23,44,35,30,5,43,26,3751,75,103,3573,3574,72,95,3407,3472,61,94,3317,3400,29,87,3284,5166
Peru,2020-04-23,48,37,37,23,34,27,12491,6120,274,6097,11475,3108,254,8113,10303,2869,230,7204,9784,2642,216,6926,20914
Philippines,2020-04-23,84,40,71,14,81,39,5660,435,362,4863,5453,353,349,4751,5223,295,335,4593,4932,242,315,4375,6981
Poland,2020-04-23,50,40,38,19,42,30,7918,774,314,6830,7582,668,286,6628,7202,618,263,6321,6934,487,245,6202,10511
Portugal,2020-04-23,52,41,41,17,37,33,18841,493,629,17719,18091,383,599,17109,17448,347,567,16534,16934,277,535,16122,22353
Qatar,2020-04-23,54,43,40,19,26,1,4103,415,7,3681,3711,406,7,3298,3428,373,7,3048,3231,334,7,2890,7764
Romania,2020-04-23,57,40,50,27,32,30,7707,1357,392,5958,7216,1217,372,5627,6879,1051,351,5477,6633,914,331,5388,10096
Russia,2020-04-23,83,37,71,23,35,23,27938,2304,232,25402,24490,1986,198,22306,21102,1694,170,19238,18328,1470,148,16710,62773
Saudi Arabia,2020-04-23,52,40,44,24,30,23,6380,990,83,5307,5862,931,79,4852,5369,889,73,4407,4934,805,65,4064,13930
Serbia,2020-04-23,48,35,38,6,34,26,5318,0,103,5215,4873,0,99,4774,4465,0,94,4371,4054,0,85,3969,6630
Singapore,2020-04-23,91,54,75,40,33,9,4427,683,10,3734,3699,652,10,3037,3252,611,10,2631,2918,586,9,2323,11178
Slovakia,2020-04-23,48,36,32,10,36,5,977,167,8,802,863,151,6,706,835,113,2,720,769,107,2,660,1325
Slovenia,2020-04-23,49,41,29,17,40,25,1268,174,61,1033,1248,165,61,1022,1220,152,56,1012,1212,152,55,1005,1366
South Africa,2020-04-23,49,36,30,13,27,18,2605,903,48,1654,2506,410,34,2062,2415,410,27,1978,2272,410,27,1835,3953
Spain,2020-04-23,82,52,68,43,51,47,184948,74797,19315,90836,177644,70853,18708,88083,172541,67504,18056,86981,170099,64727,17756,87616,213024
Sweden,2020-04-23,83,48,45,22,43,36,12540,550,1333,10657,11927,381,1203,10343,11445,381,1033,10031,10948,381,919,9648,16755
Switzerland,2020-04-23,58,49,51,32,49,41,26732,15900,1281,9551,26336,15400,1239,9697,25936,13700,1174,11062,25688,13700,1138,10850,28496
Thailand,2020-04-23,92,39,88,24,53,23,2672,1593,46,1033,2643,1497,43,1103,2613,1405,41,1167,2579,1288,40,1251,2839
Tunisia,2020-04-23,50,30,32,3,35,23,822,43,37,742,780,43,35,702,747,43,34,670,726,43,34,649,918
Turkey,2020-04-23,43,35,29,25,37,32,74193,7089,1643,65461,69392,5674,1518,62200,65111,4799,1403,58909,61049,3957,1296,55796,101790
Ukraine,2020-04-23,51,29,33,9,41,25,4161,186,116,3859,3764,143,108,3513,3372,119,98,3155,3102,97,93,2912,7170
United Arab Emirates,2020-04-23,85,36,71,20,34,19,5825,1095,35,4695,5365,1034,33,4298,4933,933,28,3972,4521,852,25,3644,8756
United Kingdom,2020-04-23,83,49,71,30,49,40,104145,375,13759,90011,99483,368,12894,86221,94845,323,12129,82393,89570,304,11347,77919,139246
Uruguay,2020-04-23,40,33,23,17,25,4,502,286,9,207,492,260,8,224,483,248,8,227,480,231,8,241,557
US,2020-04-23,92,51,74,36,54,50,667592,54703,32930,579959,636350,52096,28338,555916,607670,47763,25843,534064,580619,43482,23538,513599,869170
Venezuela,2020-04-23,40,28,32,10,27,2,204,111,9,84,197,111,9,77,189,110,9,70,189,110,9,70,311
Australia,2020-04-24,89,45,85,31,54,29,6522,3808,66,2648,6462,2355,63,4044,6440,2186,63,4191,6415,2186,62,4167,6661
Austria,2020-04-24,59,47,46,29,43,33,14595,9704,431,4460,14476,8986,410,5080,14336,8098,393,5845,14226,7633,384,6209,15071
Canada,2020-04-24,89,44,72,31,46,35,32813,10545,1354,20914,30808,9698,1257,19853,28208,8966,1006,18236,27034,8210,899,17925,43286
China,2020-04-24,93,93,93,87,93,93,83760,77552,4636,1572,83403,78401,3346,1656,83356,78311,3346,1699,83306,78200,3345,1761,83885
Denmark,2020-04-24,57,45,49,23,41,34,7268,3571,336,3361,7074,3203,321,3550,6876,2925,309,3642,6706,2689,299,3718,8408
Finland,2020-04-24,86,42,72,22,34,26,3489,1700,82,1707,3369,1700,75,1594,3237,300,72,2865,3161,300,64,2797,4395
France,2020-04-24,91,55,72,33,69,48,149130,35006,18703,95421,147091,33327,17941,95823,134582,31470,17188,85924,131361,29098,15748,86515,159495
Germany,2020-04-24,88,54,71,37,46,40,141397,83114,4352,53931,137698,77000,4052,56646,134753,72600,3804,58349,131359,68200,3294,59865,153393
Iceland,2020-04-24,56,43,45,27,40,4,1754,1224,9,521,1739,1144,8,587,1727,1077,8,642,1720,989,8,723,1789
Ireland,2020-04-24,55,41,38,3,44,29,13980,77,530,13373,13271,77,486,12708,12547,77,444,12026,11479,25,406,11048,17607
Italy,2020-04-24,84,61,62,53,63,59,172434,42727,22745,106962,168941,40164,22170,106607,165155,38092,21645,105418,162488,37130,21067,104291,189973
Netherlands,2020-04-24,57,49,41,26,49,42,30619,315,3471,26833,29383,311,3327,25745,28316,304,3145,24867,27580,297,2955,24328,36727
Russia,2020-04-24,84,38,72,24,36,24,32008,2590,273,29145,27938,2304,232,25402,24490,1986,198,22306,21102,1694,170,19238,68622
Sweden,2020-04-24,84,49,46,23,44,37,13216,550,1400,11266,12540,550,1333,10657,11927,381,1203,10343,11445,381,1033,10031,17567
Switzerland,2020-04-24,59,50,52,33,50,42,27078,16400,1327,9351,26732,15900,1281,9551,26336,15400,1239,9697,25936,13700,1174,11062,28677
United Kingdom,2020-04-24,84,50,72,31,50,41,109769,394,14607,94768,104145,375,13759,90011,99483,368,12894,86221,94845,323,12129,82393,139246
US,2020-04-24,93,52,75,37,55,51,699706,58545,36787,604374,667592,54703,32930,579959,636350,52096,28338,555916,607670,47763,25843,534064,869172
Afghanistan,2020-04-24,60,28,39,6,33,18,906,99,30,777,840,54,30,756,784,43,25,716,714,40,23,651,1279
Albania,2020-04-24,46,32,34,19,44,27,539,283,26,230,518,277,26,215,494,251,25,218,475,248,24,203,678
Algeria,2020-04-24,59,34,43,17,43,35,2418,846,364,1208,2268,783,348,1137,2160,708,336,1116,2070,691,326,1053,3007
Andorra,2020-04-24,53,33,43,12,33,24,696,191,35,470,673,169,33,471,673,169,33,471,659,128,31,500,723
Argentina,2020-04-24,52,35,41,25,47,28,2669,666,123,1880,2571,631,115,1825,2443,596,111,1736,2277,559,102,1616,3435
Armenia,2020-04-24,54,36,38,16,29,15,1201,402,19,780,1159,358,18,783,1111,297,17,797,1067,265,16,786,1596
Azerbaijan,2020-04-24,54,29,44,15,42,14,1340,528,15,797,1283,460,15,808,1253,404,13,836,1197,351,13,833,1592
Bangladesh,2020-04-24,47,18,39,1,37,18,1838,58,75,1705,1572,49,60,1463,1231,49,50,1132,1012,42,46,924,4689
Belarus,2020-04-24,56,25,46,15,24,18,4779,342,42,4395,4204,203,40,3961,3728,203,36,3489,3281,203,33,3045,8022
Belgium,2020-04-24,80,49,67,34,44,38,36138,7961,5163,23014,34809,7562,4857,22390,33573,7107,4440,22026,31119,6868,4157,20094,44293
Bosnia and Herzegovina,2020-04-24,50,33,38,15,34,25,1214,320,46,848,1167,277,43,847,1110,253,41,816,1083,236,40,807,1421
Brazil,2020-04-24,58,42,39,25,38,35,33682,14026,2141,17515,30425,14026,1924,14475,28320,14026,1736,12558,25262,3046,1532,20684,50230
Bulgaria,2020-04-24,47,35,34,9,44,23,846,141,41,664,800,122,38,640,747,105,36,606,713,81,35,597,1171
Burkina Faso,2020-04-24,45,31,34,18,37,27,557,294,35,228,546,257,32,257,542,226,32,284,528,177,30,321,616
Cameroon,2020-04-24,49,26,30,10,30,16,996,164,22,810,996,164,22,810,848,165,17,666,848,130,14,704,1430
Chile,2020-04-24,52,39,35,25,33,24,9252,3621,116,5515,8807,3299,105,5403,8273,2937,94,5242,7917,2646,92,5179,11812
Colombia,2020-04-24,49,36,38,17,33,26,3439,634,153,2652,3233,550,144,2539,3105,452,131,2522,2979,354,127,2498,4561
Cote d'Ivoire,2020-04-24,44,28,38,10,26,3,688,193,6,489,654,146,6,502,638,114,6,518,638,114,6,518,1004
Croatia,2020-04-24,59,36,42,20,36,20,1814,600,36,1178,1791,529,35,1227,1741,473,33,1235,1704,415,31,1258,1981
Cuba,2020-04-24,43,27,31,11,37,17,923,192,31,700,862,171,27,664,814,151,24,639,766,132,21,613,1235
Czechia,2020-04-24,54,42,39,18,33,27,6549,1174,173,5202,6433,972,169,5292,6216,819,166,5231,6111,642,161,5308,7188
Dominican Republic,2020-04-24,54,34,31,13,38,30,4126,268,200,3658,3755,215,196,3344,3614,208,189,3217,3286,162,183,2941,5543
Ecuador,2020-04-24,54,37,34,20,41,33,8450,838,421,7191,8225,838,403,6984,7858,780,388,6690,7603,696,369,6538,11183
Egypt,2020-04-24,70,41,56,29,47,34,2844,646,205,1993,2673,596,196,1881,2505,589,183,1733,2350,589,178,1583,3891
Estonia,2020-04-24,57,41,40,11,30,22,1459,145,38,1276,1434,133,36,1265,1400,117,35,1248,1373,115,31,1227,1605
Greece,2020-04-24,58,42,41,18,44,34,2224,269,108,1847,2207,269,105,1833,2192,269,102,1821,2170,269,101,1800,2463
Hungary,2020-04-24,51,34,41,14,40,30,1763,207,156,1400,1652,199,142,1311,1579,192,134,1253,1512,122,122,1268,2383
India,2020-04-24,85,41,68,25,44,32,14352,2041,486,11825,13430,1768,448,11214,12322,1432,405,10485,11487,1359,393,9735,23502
Indonesia,2020-04-24,53,40,45,23,44,37,5923,607,520,4796,5516,548,496,4472,5136,446,469,4221,4839,426,459,3954,8211
Iran,2020-04-24,65,58,58,55,65,60,79494,54064,4958,20472,77995,52229,4869,20897,76389,49933,4777,21679,74877,48129,4683,22065,88194
Iraq,2020-04-24,60,42,46,30,51,41,1482,906,81,495,1434,856,80,498,1415,812,79,524,1400,766,78,556,1677
Israel,2020-04-24,63,43,57,26,34,28,12982,3126,151,9705,12758,2818,142,9798,12501,2563,130,9808,12046,2195,123,9728,14882
Japan,2020-04-24,93,63,89,45,71,46,9787,935,190,8662,8626,901,178,7547,8100,853,146,7101,7645,799,143,6703,12368
Kazakhstan,2020-04-24,42,29,29,11,35,14,1546,347,17,1182,1402,277,17,1108,1295,240,16,1039,1232,203,14,1015,2334
Korea, South,2020-04-24,93,64,77,49,64,59,10635,7829,230,2576,10613,7757,229,2627,10591,7616,225,2750,10564,7534,222,2808,10708
Kuwait,2020-04-24,60,41,47,18,20,3,1658,258,5,1395,1524,225,3,1296,1405,206,3,1196,1355,176,3,1176,2614
Latvia,2020-04-24,53,35,45,3,21,2,682,88,5,589,675,57,5,613,666,44,5,617,657,16,5,636,784
Lebanon,2020-04-24,63,40,51,5,45,26,668,86,21,561,663,86,21,556,658,85,21,552,641,80,21,540,696
Lithuania,2020-04-24,56,33,40,11,34,20,1149,210,33,906,1128,178,32,918,1091,138,30,923,1070,101,29,940,1410
Luxembourg,2020-04-24,55,38,33,21,41,28,3480,579,72,2829,3444,552,69,2823,3373,526,69,2778,3307,500,67,2740,3665
Malaysia,2020-04-24,90,46,77,34,38,33,5251,2967,86,2198,5182,2766,84,2332,5072,2647,83,2342,4987,2478,82,2427,5691
Mexico,2020-04-24,56,36,52,21,36,27,6297,2125,486,3686,5847,2125,449,3273,5399,2125,406,2868,5014,1964,332,2718,11633
Moldova,2020-04-24,47,32,38,11,37,20,2264,276,56,1932,2154,235,54,1865,2049,171,46,1832,1934,134,40,1760,2926
Morocco,2020-04-24,53,33,42,15,45,29,2564,281,135,2148,2283,249,130,1904,2024,229,127,1668,1888,217,126,1545,3692
New Zealand,2020-04-24,56,33,31,21,26,7,1409,816,11,582,1401,770,9,622,1386,728,9,649,1366,628,9,729,1456
Niger,2020-04-24,35,21,19,7,30,19,627,110,18,499,584,90,14,480,584,90,14,480,570,90,14,466,671
Nigeria,2020-04-24,56,26,37,9,32,13,493,159,17,317,442,152,13,277,407,128,12,267,373,99,11,263,981
North Macedonia,2020-04-24,58,33,42,8,33,23,1117,139,49,929,1081,121,46,914,974,98,45,831,908,86,44,778,1300
Pakistan,2020-04-24,58,39,47,22,36,28,7025,1765,135,5125,6919,1645,128,5146,6383,1446,111,4826,5837,1378,96,4363,11155
Panama,2020-04-24,45,36,31,6,44,27,4016,98,109,3809,3751,75,103,3573,3574,72,95,3407,3472,61,94,3317,5166
Peru,2020-04-24,49,38,38,24,35,28,13489,6541,300,6648,12491,6120,274,6097,11475,3108,254,8113,10303,2869,230,7204,20914
Philippines,2020-04-24,85,41,72,15,82,40,5878,487,387,5004,5660,435,362,4863,5453,353,349,4751,5223,295,335,4593,7192
Poland,2020-04-24,51,41,39,20,43,31,8379,866,332,7181,7918,774,314,6830,7582,668,286,6628,7202,618,263,6321,10759
Portugal,2020-04-24,53,42,42,18,38,34,19022,519,657,17846,18841,493,629,17719,18091,383,599,17109,17448,347,567,16534,22353
Qatar,2020-04-24,55,44,41,20,27,2,4663,464,7,4192,4103,415,7,3681,3711,406,7,3298,3428,373,7,3048,8525
Romania,2020-04-24,58,41,51,28,33,31,8067,1508,411,6148,7707,1357,392,5958,7216,1217,372,5627,6879,1051,351,5477,10417
Saudi Arabia,2020-04-24,53,41,45,25,31,24,7142,1049,87,6006,6380,990,83,5307,5862,931,79,4852,5369,889,73,4407,13930
Serbia,2020-04-24,49,36,39,7,35,27,5690,534,110,5046,5318,0,103,5215,4873,0,99,4774,4465,0,94,4371,6630
Singapore,2020-04-24,92,55,76,41,34,10,5050,708,11,4331,4427,683,10,3734,3699,652,10,3037,3252,611,10,2631,12075
Slovakia,2020-04-24,49,37,33,11,37,6,1049,175,9,865,977,167,8,802,863,151,6,706,835,113,2,720,1360
Slovenia,2020-04-24,50,42,30,18,41,26,1304,174,66,1064,1268,174,61,1033,1248,165,61,1022,1220,152,56,1012,1373
South Africa,2020-04-24,50,37,31,14,28,19,2783,903,50,1830,2605,903,48,1654,2506,410,34,2062,2415,410,27,1978,3953
Spain,2020-04-24,83,53,69,44,52,48,190839,74797,20002,96040,184948,74797,19315,90836,177644,70853,18708,88083,172541,67504,18056,86981,219764
Thailand,2020-04-24,93,40,89,25,54,24,2700,1689,47,964,2672,1593,46,1033,2643,1497,43,1103,2613,1405,41,1167,2854
Tunisia,2020-04-24,51,31,33,4,36,24,864,43,37,784,822,43,37,742,780,43,35,702,747,43,34,670,918
Turkey,2020-04-24,44,36,30,26,38,33,78546,8631,1769,68146,74193,7089,1643,65461,69392,5674,1518,62200,65111,4799,1403,58909,101790
Ukraine,2020-04-24,52,30,34,10,42,26,4662,246,125,4291,4161,186,116,3859,3764,143,108,3513,3372,119,98,3155,7647
United Arab Emirates,2020-04-24,86,37,72,21,35,20,6302,1188,37,5077,5825,1095,35,4695,5365,1034,33,4298,4933,933,28,3972,8756
Uruguay,2020-04-24,41,34,24,18,26,5,502,286,9,207,502,286,9,207,492,260,8,224,483,248,8,227,557
Venezuela,2020-04-24,41,29,33,11,28,3,204,111,9,84,204,111,9,84,197,111,9,77,189,110,9,70,311
Afghanistan,2020-04-25,61,29,40,7,34,19,933,112,30,791,906,99,30,777,840,54,30,756,784,43,25,716,0
Albania,2020-04-25,47,33,35,20,45,28,548,302,26,220,539,283,26,230,518,277,26,215,494,251,25,218,0
Andorra,2020-04-25,54,34,44,13,34,25,704,205,35,464,696,191,35,470,673,169,33,471,673,169,33,471,0
United Arab Emirates,2020-04-25,87,38,73,22,36,21,6302,1188,37,5077,6302,1188,37,5077,5825,1095,35,4695,5365,1034,33,4298,0
Argentina,2020-04-25,53,36,42,26,48,29,2758,685,129,1944,2669,666,123,1880,2571,631,115,1825,2443,596,111,1736,0
Armenia,2020-04-25,55,37,39,17,30,16,1248,523,20,705,1201,402,19,780,1159,358,18,783,1111,297,17,797,0
Australia,2020-04-25,90,46,86,32,55,30,6547,4124,67,2356,6522,3808,66,2648,6462,2355,63,4044,6440,2186,63,4191,0
Austria,2020-04-25,60,48,47,30,44,34,14671,10214,443,4014,14595,9704,431,4460,14476,8986,410,5080,14336,8098,393,5845,0
Azerbaijan,2020-04-25,55,30,45,16,43,15,1373,590,18,765,1340,528,15,797,1283,460,15,808,1253,404,13,836,0
Belgium,2020-04-25,81,50,68,35,45,39,37183,8348,5453,23382,36138,7961,5163,23014,34809,7562,4857,22390,33573,7107,4440,22026,0
Burkina Faso,2020-04-25,46,32,35,19,38,28,565,321,36,208,557,294,35,228,546,257,32,257,542,226,32,284,0
Bangladesh,2020-04-25,48,19,40,2,38,19,2144,66,84,1994,1838,58,75,1705,1572,49,60,1463,1231,49,50,1132,0
Bulgaria,2020-04-25,48,36,35,10,45,24,878,153,41,684,846,141,41,664,800,122,38,640,747,105,36,606,0
Bosnia and Herzegovina,2020-04-25,51,34,39,16,35,26,1268,338,47,883,1214,320,46,848,1167,277,43,847,1110,253,41,816,0
Belarus,2020-04-25,57,26,47,16,25,19,4779,342,45,4392,4779,342,42,4395,4204,203,40,3961,3728,203,36,3489,0
Brazil,2020-04-25,59,43,40,26,39,36,36658,14026,2354,20278,33682,14026,2141,17515,30425,14026,1924,14475,28320,14026,1736,12558,0
Canada,2020-04-25,90,45,73,32,47,36,34355,10964,1399,21992,32813,10545,1354,20914,30808,9698,1257,19853,28208,8966,1006,18236,0
Switzerland,2020-04-25,60,51,53,34,51,43,27404,17100,1368,8936,27078,16400,1327,9351,26732,15900,1281,9551,26336,15400,1239,9697,0
Chile,2020-04-25,53,40,36,26,34,25,9730,4035,126,5569,9252,3621,116,5515,8807,3299,105,5403,8273,2937,94,5242,0
China,2020-04-25,94,94,94,88,94,94,83787,77614,4636,1537,83760,77552,4636,1572,83403,78401,3346,1656,83356,78311,3346,1699,0
Cote d'Ivoire,2020-04-25,45,29,39,11,27,4,801,239,8,554,688,193,6,489,654,146,6,502,638,114,6,518,0
Cameroon,2020-04-25,50,27,31,11,31,17,1017,177,22,818,996,164,22,810,996,164,22,810,848,165,17,666,0
Colombia,2020-04-25,50,37,39,18,34,27,3439,634,153,2652,3439,634,153,2652,3233,550,144,2539,3105,452,131,2522,0
Cuba,2020-04-25,44,28,32,12,38,18,986,227,32,727,923,192,31,700,862,171,27,664,814,151,24,639,0
Czechia,2020-04-25,55,43,40,19,34,28,6606,1227,181,5198,6549,1174,173,5202,6433,972,169,5292,6216,819,166,5231,0
Germany,2020-04-25,89,55,72,38,47,41,143342,85400,4459,53483,141397,83114,4352,53931,137698,77000,4052,56646,134753,72600,3804,58349,0
Denmark,2020-04-25,58,46,50,24,42,35,7437,4031,346,3060,7268,3571,336,3361,7074,3203,321,3550,6876,2925,309,3642,0
Dominican Republic,2020-04-25,55,35,32,14,39,31,4335,312,217,3806,4126,268,200,3658,3755,215,196,3344,3614,208,189,3217,0
Algeria,2020-04-25,60,35,44,18,44,36,2534,894,367,1273,2418,846,364,1208,2268,783,348,1137,2160,708,336,1116,0
Ecuador,2020-04-25,55,38,35,21,42,34,9022,1008,456,7558,8450,838,421,7191,8225,838,403,6984,7858,780,388,6690,0
Egypt,2020-04-25,71,42,57,30,48,35,3032,701,224,2107,2844,646,205,1993,2673,596,196,1881,2505,589,183,1733,0
Spain,2020-04-25,84,54,70,45,53,49,191726,74797,20043,96886,190839,74797,20002,96040,184948,74797,19315,90836,177644,70853,18708,88083,0
Estonia,2020-04-25,58,42,41,12,31,23,1512,162,38,1312,1459,145,38,1276,1434,133,36,1265,1400,117,35,1248,0
Finland,2020-04-25,87,43,73,23,35,27,3681,1700,90,1891,3489,1700,82,1707,3369,1700,75,1594,3237,300,72,2865,0
France,2020-04-25,92,56,73,34,70,49,149149,36587,19345,93217,149130,35006,18703,95421,147091,33327,17941,95823,134582,31470,17188,85924,0
United Kingdom,2020-04-25,85,51,73,32,51,42,115314,414,15498,99402,109769,394,14607,94768,104145,375,13759,90011,99483,368,12894,86221,0
Greece,2020-04-25,59,43,42,19,45,35,2235,269,110,1856,2224,269,108,1847,2207,269,105,1833,2192,269,102,1821,0
Croatia,2020-04-25,60,37,43,21,37,21,1832,615,39,1178,1814,600,36,1178,1791,529,35,1227,1741,473,33,1235,0
Hungary,2020-04-25,52,35,42,15,41,31,1834,231,172,1431,1763,207,156,1400,1652,199,142,1311,1579,192,134,1253,0
Indonesia,2020-04-25,54,41,46,24,45,38,6248,631,535,5082,5923,607,520,4796,5516,548,496,4472,5136,446,469,4221,0
India,2020-04-25,86,42,69,26,45,33,15722,2463,521,12738,14352,2041,486,11825,13430,1768,448,11214,12322,1432,405,10485,0
Ireland,2020-04-25,56,42,39,4,45,30,14758,77,571,14110,13980,77,530,13373,13271,77,486,12708,12547,77,444,12026,0
Iran,2020-04-25,66,59,59,56,66,61,80868,55987,5031,19850,79494,54064,4958,20472,77995,52229,4869,20897,76389,49933,4777,21679,0
Iraq,2020-04-25,61,43,47,31,52,42,1513,953,82,478,1482,906,81,495,1434,856,80,498,1415,812,79,524,0
Iceland,2020-04-25,57,44,46,28,41,5,1760,1291,9,460,1754,1224,9,521,1739,1144,8,587,1727,1077,8,642,0
Israel,2020-04-25,64,44,58,27,35,29,13265,3456,164,9645,12982,3126,151,9705,12758,2818,142,9798,12501,2563,130,9808,0
Italy,2020-04-25,85,62,63,54,64,60,175925,44927,23227,107771,172434,42727,22745,106962,168941,40164,22170,106607,165155,38092,21645,105418,0
Japan,2020-04-25,94,64,90,46,72,47,10296,1069,222,9005,9787,935,190,8662,8626,901,178,7547,8100,853,146,7101,0
Kazakhstan,2020-04-25,43,30,30,12,36,15,1615,377,17,1221,1546,347,17,1182,1402,277,17,1108,1295,240,16,1039,0
Korea, South,2020-04-25,94,65,78,50,65,60,10653,7937,232,2484,10635,7829,230,2576,10613,7757,229,2627,10591,7616,225,2750,0
Kuwait,2020-04-25,61,42,48,19,21,4,1751,280,6,1465,1658,258,5,1395,1524,225,3,1296,1405,206,3,1196,0
Lebanon,2020-04-25,64,41,52,6,46,27,672,99,21,552,668,86,21,561,663,86,21,556,658,85,21,552,0
Lithuania,2020-04-25,57,34,41,12,35,21,1239,228,33,978,1149,210,33,906,1128,178,32,918,1091,138,30,923,0
Luxembourg,2020-04-25,56,39,34,22,42,29,3537,601,72,2864,3480,579,72,2829,3444,552,69,2823,3373,526,69,2778,0
Latvia,2020-04-25,54,36,46,4,22,3,712,88,5,619,682,88,5,589,675,57,5,613,666,44,5,617,0
Morocco,2020-04-25,54,34,43,16,46,30,2685,314,137,2234,2564,281,135,2148,2283,249,130,1904,2024,229,127,1668,0
Moldova,2020-04-25,48,33,39,12,38,21,2378,391,57,1930,2264,276,56,1932,2154,235,54,1865,2049,171,46,1832,0
Mexico,2020-04-25,57,37,53,22,37,28,6875,2125,546,4204,6297,2125,486,3686,5847,2125,449,3273,5399,2125,406,2868,0
North Macedonia,2020-04-25,59,34,43,9,34,24,1170,164,49,957,1117,139,49,929,1081,121,46,914,974,98,45,831,0
Malaysia,2020-04-25,91,47,78,35,39,34,5305,3102,88,2115,5251,2967,86,2198,5182,2766,84,2332,5072,2647,83,2342,0
Niger,2020-04-25,36,22,20,8,31,20,639,113,19,507,627,110,18,499,584,90,14,480,584,90,14,480,0
Nigeria,2020-04-25,57,27,38,10,33,14,542,166,19,357,493,159,17,317,442,152,13,277,407,128,12,267,0
Netherlands,2020-04-25,58,50,42,27,50,43,31766,317,3613,27836,30619,315,3471,26833,29383,311,3327,25745,28316,304,3145,24867,0
New Zealand,2020-04-25,57,34,32,22,27,8,1422,867,11,544,1409,816,11,582,1401,770,9,622,1386,728,9,649,0
Pakistan,2020-04-25,59,40,48,23,37,29,7638,1832,143,5663,7025,1765,135,5125,6919,1645,128,5146,6383,1446,111,4826,0
Panama,2020-04-25,46,37,32,7,45,28,4210,122,116,3972,4016,98,109,3809,3751,75,103,3573,3574,72,95,3407,0
Peru,2020-04-25,50,39,39,25,36,29,14420,6684,348,7388,13489,6541,300,6648,12491,6120,274,6097,11475,3108,254,8113,0
Philippines,2020-04-25,86,42,73,16,83,41,6087,516,397,5174,5878,487,387,5004,5660,435,362,4863,5453,353,349,4751,0
Poland,2020-04-25,52,42,40,21,44,32,8742,981,347,7414,8379,866,332,7181,7918,774,314,6830,7582,668,286,6628,0
Portugal,2020-04-25,54,43,43,19,39,35,19685,610,687,18388,19022,519,657,17846,18841,493,629,17719,18091,383,599,17109,0
Qatar,2020-04-25,56,45,42,21,28,3,5008,510,8,4490,4663,464,7,4192,4103,415,7,3681,3711,406,7,3298,0
Romania,2020-04-25,59,42,52,29,34,32,8418,1730,421,6267,8067,1508,411,6148,7707,1357,392,5958,7216,1217,372,5627,0
Russia,2020-04-25,85,39,73,25,37,25,36793,3057,313,33423,32008,2590,273,29145,27938,2304,232,25402,24490,1986,198,22306,0
Saudi Arabia,2020-04-25,54,42,46,26,32,25,8274,1329,92,6853,7142,1049,87,6006,6380,990,83,5307,5862,931,79,4852,0
Singapore,2020-04-25,93,56,77,42,35,11,5992,740,11,5241,5050,708,11,4331,4427,683,10,3734,3699,652,10,3037,0
Serbia,2020-04-25,50,37,40,8,36,28,5994,637,117,5240,5690,534,110,5046,5318,0,103,5215,4873,0,99,4774,0
Slovakia,2020-04-25,50,38,34,12,38,7,1089,213,11,865,1049,175,9,865,977,167,8,802,863,151,6,706,0
Slovenia,2020-04-25,51,43,31,19,42,27,1317,190,70,1057,1304,174,66,1064,1268,174,61,1033,1248,165,61,1022,0
Sweden,2020-04-25,85,50,47,24,45,38,13822,550,1511,11761,13216,550,1400,11266,12540,550,1333,10657,11927,381,1203,10343,0
Thailand,2020-04-25,94,41,90,26,55,25,2733,1787,47,899,2700,1689,47,964,2672,1593,46,1033,2643,1497,43,1103,0
Tunisia,2020-04-25,52,32,34,5,37,25,864,43,37,784,864,43,37,784,822,43,37,742,780,43,35,702,0
Turkey,2020-04-25,45,37,31,27,39,34,82329,10453,1890,69986,78546,8631,1769,68146,74193,7089,1643,65461,69392,5674,1518,62200,0
Ukraine,2020-04-25,53,31,35,11,43,27,5106,275,133,4698,4662,246,125,4291,4161,186,116,3859,3764,143,108,3513,0
